V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
VSTM2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM2L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0
VSTM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTA1,0,904,5345,4694,897,0,298,664,24,1936,1773,427,3594,1740,1173,381,2719,1750,340,967,6310,2444,2361,3235,808,3189,5499,360,6707,6197
VTCN1,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0
VTI1A,0,0,4478,75,104,117,59,0,21,0,225,0,4306,0,0,0,961,0,11,0,966,97,0,50,0,7,415,933,1626,623
VTI1B,0,173,0,215,110,0,68,402,0,446,0,183,1550,0,1073,258,2289,207,0,23,1240,53,360,0,22,72,0,0,490,298
VTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTRNA1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTRNA1-2,0,0,0,3,0,0,11,0,0,0,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0,0,0,10
VTRNA1-3,0,0,18,0,0,0,0,0,0,45,48,0,0,0,0,0,67,0,0,0,0,0,0,35,39,33,0,0,46,0
VTRNA2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
VWA1,41,56,999,0,0,0,14,4,0,0,452,0,301,0,135,58,3276,0,0,4,73,0,1297,0,0,0,19,0,10,0
VWA2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,11,0,0,0,0,0,1782,0
VWA3A,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA5A,0,0,0,0,1489,209,0,0,0,0,0,931,0,0,0,0,0,969,21,1,0,0,0,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA5B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
VWA8,0,967,81,0,90,0,1,0,63,4,25,844,0,0,0,0,1153,0,0,15,671,0,0,0,0,18,0,0,0,0
VWA8-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA9,1,0,336,5014,0,0,343,1348,0,5187,2079,885,1862,0,0,28,2897,0,0,0,7210,0,1863,1468,11,448,397,0,6993,1556
VWC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWC2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWC2L-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VWCE,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,0,0,2,0,102,0,0,64,0
VWDE,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
WAC,180,437,1358,979,497,27,225,174,35,973,1891,658,1360,743,37,283,3420,672,0,230,1772,1179,25,1550,813,1372,870,448,5039,1900
WAC-AS1,41,0,19,0,5,0,0,0,0,4,1,0,21,0,0,17,19,0,0,2,29,5,12,6,2,7,24,0,21,3
WAPAL,1085,1489,239,1081,176,192,279,352,0,7,836,303,2282,30,1,198,5074,552,9,235,4400,4,1066,4613,3138,628,600,72,570,1369
WARS,4897,2408,3099,441,2258,0,842,3286,2728,7542,3211,1057,12542,1636,1107,4072,1112,4662,2798,431,6396,4124,1372,5010,0,862,3072,1761,18,707
WARS2,0,9,67,790,0,0,0,0,0,166,660,288,2297,0,0,0,0,615,0,252,2214,389,21,0,0,141,0,1248,0,402
WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0
WASF1,0,427,0,1559,0,0,88,0,0,1940,324,0,0,0,0,0,11,0,591,0,0,207,13,0,0,243,8,0,799,16
WASF2,0,468,1163,120,93,10,364,152,38,2418,261,15,0,116,225,596,394,1,28,137,2024,264,2369,3830,14,1299,925,1369,12,1102
WASF3,0,82,924,0,0,143,7,0,0,0,0,0,485,0,0,2,0,100,94,0,0,0,0,0,0,0,0,0,0,0
WASH1,0,0,0,0,0,18,0,23,0,0,0,0,0,0,5,0,0,2,12,23,0,0,0,0,10,4,0,0,0,0
WASH2P,0,0,0,0,2,0,0,13,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0
WASH3P,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0
WASH5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WASH7P,0,0,0,0,0,0,0,16,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0
WASL,2469,310,2650,0,178,1016,97,166,169,519,780,105,3809,282,1217,401,5371,785,103,2,4571,151,4,2298,112,345,77,1763,758,1050
WBP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,243,0,0,0,0,0,0
WBP11,1,660,2696,5222,7,0,313,104,84,11278,2570,24,3438,543,728,37,9923,751,0,11,9720,489,8632,5152,2898,2122,1944,1,9365,1837
WBP11P1,0,39,78,197,0,0,8,5,16,608,159,4,112,61,0,0,460,46,0,1,561,23,480,198,220,92,0,0,550,156
WBP1L,89,1,28,1673,482,0,275,0,0,0,399,18,60,595,0,147,3823,131,0,58,1548,599,532,23,1895,345,0,9,5252,1556
WBP2,4531,0,0,268,4,0,16,575,125,4000,546,38,0,0,0,341,0,1,0,0,1595,201,3111,53,2450,564,2742,560,813,666
WBP2NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBP4,0,159,1879,3193,61,0,829,0,0,3906,409,188,0,0,395,2,3139,190,0,63,2621,23,320,430,359,633,2301,1852,3624,923
WBP5,0,0,0,7865,730,0,1751,158,35,2326,19014,1,3944,45,0,0,21472,938,0,392,5060,1690,1,27,1906,1229,4620,29,2403,3707
WBSCR16,0,0,0,155,0,44,0,0,0,54,0,0,106,37,0,0,61,0,0,0,0,8,100,0,0,0,388,1,2,0
WBSCR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBSCR22,45,1492,9036,2510,430,0,1832,860,1086,7416,5171,19,5783,806,786,0,22778,180,155,283,23462,551,6968,12775,880,2511,2741,0,6979,5728
WBSCR27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0
WBSCR28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDFY1,0,7,80,6,2,0,0,0,0,0,0,0,187,0,1613,0,0,0,0,17,0,130,122,0,244,307,10,0,22,0
WDFY2,0,0,0,1,0,0,0,0,47,0,92,0,584,0,0,0,4716,0,0,8,586,0,0,0,0,0,0,0,43,420
WDFY3,0,111,0,405,0,0,0,168,590,782,503,0,2700,22,3,50,676,777,0,0,178,0,0,44,26,619,574,0,125,1007
WDFY3-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDFY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0
WDHD1,1,587,1,0,1361,0,110,80,295,2576,388,37,4955,371,11,1016,2337,3523,27,541,1464,0,0,498,0,352,0,8,1914,2149
WDPCP,0,0,42,0,0,0,0,0,0,48,0,0,0,0,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR1,5162,2571,1955,3621,651,734,1956,3043,38,5605,3598,701,15417,2477,360,1012,20918,3161,1884,133,3375,585,10983,4695,2490,2575,4507,4958,5614,1498
WDR11,0,1655,0,847,4,2716,0,528,0,0,333,1246,10,391,8,8,7,743,2,88,0,0,318,0,0,20,962,0,0,0
WDR11-AS1,0,0,0,0,142,773,0,0,0,0,0,0,15,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
WDR12,1,547,4371,7000,698,1,1027,1359,0,596,2839,1450,1888,1031,155,1356,10804,1014,0,519,9974,741,1061,548,0,628,4282,264,5212,3089
WDR13,0,0,0,0,0,0,0,0,0,0,141,53,0,0,0,1,126,24,1,6,0,0,0,0,0,0,1614,1465,0,3
WDR16,0,0,60,0,0,0,0,0,0,0,0,0,82,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
WDR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WDR18,0,517,641,174,38,0,1140,26,54,5419,417,0,2934,44,1,373,303,0,525,87,4147,394,2474,3164,17,181,581,0,3743,1581
WDR19,0,566,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,30,0,16,0,0,0,228,0,0,535,0
WDR20,0,0,102,960,706,0,244,1010,1,1274,1703,0,0,0,0,1171,907,551,12,1,0,0,3484,0,0,792,0,0,0,68
WDR24,0,0,0,0,0,0,122,0,0,183,0,0,0,0,0,0,4197,0,0,1,10,272,38,0,0,0,171,0,0,0
WDR25,0,0,1215,0,184,12,140,0,169,0,0,18,0,0,1,0,0,0,114,6,0,0,2044,0,0,0,0,0,0,0
WDR26,0,561,391,35,22,101,129,1386,39,5100,1343,2288,1898,120,100,18,15224,97,46,321,469,484,1310,3935,6,417,1,87,4601,634
WDR27,0,0,0,0,1,0,0,0,0,0,220,0,0,0,0,0,6,0,0,4,0,0,0,1,0,199,1,0,0,0
WDR3,0,0,871,1482,0,1205,27,0,1305,2148,3093,505,287,0,0,2,5270,925,0,19,2533,1110,12,16099,1,1836,25,0,10283,1661
WDR31,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR33,3869,8,415,1320,811,0,337,443,1,1712,1523,402,743,434,0,630,438,700,0,184,4589,0,3218,2066,553,151,754,2740,983,262
WDR34,0,0,241,0,0,10,221,0,2,1560,376,0,0,0,371,1630,2973,226,451,132,1739,0,0,0,0,0,117,4,1352,43
WDR35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,872,0
WDR36,0,85,1595,407,509,4,142,0,29,8628,957,1342,2712,655,7,461,9586,140,0,36,849,448,58,4158,1645,700,1387,1,3417,3473
WDR37,0,0,210,0,0,0,118,0,0,0,0,0,0,161,0,0,3022,0,0,0,0,0,82,0,0,0,0,0,0,111
WDR38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR4,0,464,218,1614,237,0,315,0,0,2685,47,0,3522,376,476,272,5853,148,0,49,1,0,38,0,1349,71,2985,0,941,1143
WDR41,0,792,0,0,0,16,21,0,0,1923,97,0,0,0,0,533,1598,510,0,0,0,292,0,0,0,61,0,0,515,88
WDR43,2411,1261,6156,2943,650,695,1117,696,656,8117,5007,1921,3478,232,880,2958,17027,710,39,881,25270,1380,2392,6714,2680,2103,4033,263,10417,3984
WDR44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,2269,0,1,14,0,0,0,0,202,562,0,0,946,17
WDR45,0,0,411,1226,0,0,137,0,3,2688,992,314,0,0,0,0,3792,0,508,7,1768,189,1735,1582,1368,605,0,0,6205,1407
WDR45B,47,123,613,4,539,1,546,0,0,3515,842,4,1629,0,690,0,2000,153,0,28,4686,271,337,1679,84,552,1,0,3073,948
WDR46,3952,2104,39,1996,542,24,430,1017,0,2169,4631,14,4745,1,309,502,5871,88,14,161,5949,49,1384,13890,3007,580,6118,0,5848,1433
WDR47,0,49,4,0,0,541,0,0,0,0,12,962,0,0,0,1,914,0,0,4,2948,0,0,0,0,0,0,0,0,0
WDR48,144,67,0,0,516,0,71,0,16,959,2608,0,2501,189,2,0,1658,16,1085,11,0,484,1,2904,0,1435,0,0,6992,637
WDR49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR5,951,87,206,692,97,0,293,242,16,384,105,106,1338,81,1,327,181,325,787,675,303,1,10,34,1,266,49,38,0,258
WDR52,0,0,48,0,0,0,0,0,0,0,82,0,0,0,0,0,20,0,0,1,0,0,4,0,0,0,0,0,0,0
WDR52-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR53,0,0,814,0,1,0,0,0,0,103,452,1,208,237,1908,351,25,0,25,8,751,0,221,0,751,174,0,0,273,39
WDR54,0,0,0,1512,0,0,157,0,0,0,52,0,0,0,8,0,6,320,0,0,0,121,0,2218,0,0,0,0,0,0
WDR55,369,469,304,1346,976,1463,240,279,0,2374,2442,390,6567,616,0,0,7362,49,152,230,6228,471,3503,4116,0,2197,717,0,6839,2216
WDR59,0,555,677,611,243,1230,172,0,0,2317,0,541,0,0,25,92,2426,89,0,669,1933,177,2063,30,327,2,0,1552,2276,37
WDR5B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,4,0,0,429,2,0,0,0,0,811
WDR6,404,1,2173,707,0,0,251,49,0,62,136,1102,1,608,290,960,4448,0,86,75,4,4,1873,370,0,2086,9,26,4318,552
WDR60,0,0,0,0,0,0,129,0,74,0,39,0,11,0,861,94,0,1,148,35,0,0,0,0,0,0,0,0,127,0
WDR61,0,11,7105,2288,87,0,271,1,0,3168,1686,544,321,0,0,351,3509,232,0,180,7093,0,2731,3105,1421,434,0,0,1864,3435
WDR62,0,0,1,0,0,0,0,0,0,1,102,0,0,0,170,194,1446,0,283,51,4,0,2616,18,11,0,0,0,331,1279
WDR63,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,22,0,0,0,0,0,0
WDR66,0,4,0,0,0,0,62,920,9,80,210,369,0,501,1465,0,364,44,21,0,2226,0,0,0,0,20,0,560,0,0
WDR67,0,0,1390,1218,10,0,241,30,0,0,0,60,18,156,0,0,0,0,46,0,0,447,56,0,0,99,0,0,79,276
WDR7,0,0,0,1498,0,0,0,0,11,0,0,0,10,0,0,181,542,0,0,0,1458,0,0,0,0,0,0,0,190,0
WDR70,0,11,253,524,1,0,0,0,372,0,0,111,78,0,7,3,4641,1414,0,78,892,0,0,0,0,0,1569,432,0,139
WDR72,0,0,0,0,0,0,0,463,151,0,0,137,915,14,0,880,0,550,0,0,1209,0,0,0,0,0,0,0,0,0
WDR73,0,0,1520,1720,101,3,0,448,0,1938,426,26,6406,0,0,345,1110,0,0,48,22,0,0,1984,0,617,2472,0,3501,0
WDR74,4104,18,3892,2497,204,109,652,2,159,2378,2719,156,4453,32,256,23,18785,427,0,855,11180,285,5719,7070,15,748,11941,0,5808,2245
WDR75,0,483,4401,0,1673,17,0,1336,1732,2536,39,7,1419,996,22,924,5972,1998,151,737,2977,66,0,3041,2,283,6057,1773,4599,0
WDR76,1,0,171,0,0,0,158,0,0,1937,506,0,0,0,0,0,3162,21,52,78,390,0,40,3215,7,4,11,0,1698,20
WDR77,0,1477,3563,6501,848,2,1930,320,1141,7850,2463,0,12374,287,1155,214,22938,637,0,134,7879,500,1109,71,5510,1122,1104,1530,6086,4599
WDR78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,251,0,0,0,0,0,0,0,0,0
WDR81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,59,278,1,0,0,0,0,0,0,0,0,0,0
WDR82,454,0,4,0,301,718,109,347,8,340,103,27,2938,0,309,2,1411,0,467,49,1683,26,0,0,0,295,2216,0,100,0
WDR83,0,0,0,221,0,0,0,36,463,0,56,11,0,283,0,215,884,14,0,119,128,68,0,0,17,242,37,880,8,184
WDR83OS,0,748,4485,1225,352,674,640,294,527,2470,2382,470,5646,275,376,243,10598,663,594,219,3636,153,2780,2225,1482,1227,554,3,3778,1275
WDR85,0,122,0,0,0,0,80,0,107,1762,182,0,395,210,0,0,4400,262,0,39,0,71,59,0,615,399,0,0,2249,134
WDR86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR86-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,7
WDR88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR89,0,205,752,1153,874,1,975,0,0,0,984,0,38,33,116,0,2155,8,5,10,470,620,2655,717,2219,256,0,0,3453,2067
WDR90,0,351,43,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,94,0,0,0,0,0,0,10,0,0,0
WDR91,0,0,0,0,0,0,0,83,0,0,0,0,0,0,20,143,1,0,0,114,0,0,0,0,0,0,0,0,0,0
WDR92,0,0,0,33,4,0,0,0,0,489,564,565,0,0,0,6,2,85,0,402,424,0,15,0,0,11,1,0,0,0
WDR93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
WDR96,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WDSUB1,0,0,680,401,0,0,0,0,337,311,1127,0,3291,0,119,470,3539,10,0,0,0,105,0,40,1664,0,0,0,146,787
WDTC1,0,0,0,0,0,0,0,0,64,8,86,0,251,0,0,290,0,488,0,27,0,1,0,0,0,65,0,0,0,75
WDYHV1,0,0,197,0,37,0,2,0,107,0,528,0,15,0,0,0,22,256,0,35,2308,10,63,0,0,407,4,29,367,182
WEE1,0,0,0,685,138,0,492,0,423,1388,397,230,450,174,635,194,8253,697,365,192,1123,593,768,505,0,2058,2896,3319,3993,330
WEE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0
WFDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC10B,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
WFDC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WFDC2,0,0,0,156,0,0,0,0,0,1,155,0,0,0,0,0,1041,0,0,5,1914,0,10,1015,191,0,0,0,175,0
WFDC3,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
WFDC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFDC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFIKKN1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFIKKN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFS1,6811,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,3,7,1530,0,0,0,0,0,6,0,1,0
WHAMM,0,0,0,0,9,10,0,0,0,276,0,0,194,0,0,284,107,2,1,4,0,0,142,0,0,54,0,923,1011,34
WHAMMP1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHAMMP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHAMMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
WHSC1,0,227,0,1107,0,0,1,7,0,234,708,62,51,0,1013,1382,154,23,281,218,529,282,167,833,645,648,0,16,430,821
WHSC1L1,0,7,1009,34,127,0,274,116,0,1963,0,0,0,120,139,430,2077,0,0,247,177,45,0,3827,319,11,0,19,1267,1185
WIBG,0,311,554,1614,556,274,169,897,738,2070,768,460,4960,0,89,666,14427,31,0,32,6112,96,1468,0,0,427,2957,410,2239,662
WIF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIPF1,0,53,217,0,4,0,36,0,0,0,0,0,386,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
WIPF2,5594,0,1,225,0,0,127,0,0,0,429,0,1211,739,14,395,784,2,0,29,428,0,1808,0,0,100,163,1157,917,366
WIPF3,40,591,0,0,644,0,0,1310,0,0,0,5,21,829,13,0,0,895,0,1,2201,0,0,0,0,709,2,0,0,0
WIPI1,0,0,3051,0,0,0,132,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,653,0,0,0,0,0,0
WIPI2,0,275,1713,1040,19,0,150,1216,287,2957,81,976,1091,90,212,318,3368,9,202,166,257,273,60,0,0,94,857,38,1561,2133
WISP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WISP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WISP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIZ,0,0,0,0,82,0,0,0,0,0,64,1,0,0,14,78,162,0,0,21,0,3,0,0,0,0,0,0,81,1
WLS,0,0,7,0,0,0,70,0,0,0,680,0,0,0,0,0,2969,0,0,4,80,0,0,3126,0,75,0,0,1126,170
WNK1,0,239,935,574,245,680,23,180,386,5402,748,170,258,203,1124,152,1106,0,190,246,633,51,686,751,1976,176,401,0,1324,37
WNK2,0,0,0,0,0,0,0,541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNK3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,6,0,11,4,0,0,0,0,0,0,0,1,1106
WNK4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
WNT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WNT10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT10B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
WNT11,0,157,0,0,1,0,0,0,0,0,19,0,0,0,0,56,0,0,0,0,0,0,0,0,0,177,0,0,1,0
WNT16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT2B,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT3A,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WNT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0
WNT6,0,0,0,0,0,0,15,0,0,0,16,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0
WNT7A,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,1,10,0,0,0,0,10,855,0,0,0
WNT7B,0,0,0,0,0,0,23,0,0,16,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,15,0
WNT8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRAP53,0,603,4365,1898,271,0,0,0,1676,0,615,0,0,554,0,114,90,10,0,79,461,80,5945,0,0,0,67,2013,1,0
WRAP73,1,0,83,30,374,0,362,35,0,2557,357,595,164,30,0,0,2402,0,154,306,1463,9,2294,63,262,552,65,219,2825,3
